	id	server	secret	title	tags	views	description	date_taken	latitude	longitude	url_s	owner_name	owner	media
34	54259212937	65535	9cbcc6e4e9	UK - London - Covent Garden - Getaway rider_5009631	uklondoncoventgardengetawayrider5009631	2467	"<a href=""http://www.dgphotos.co.uk"" rel=""noreferrer nofollow"">My Website</a> : <a href=""https://www.twitter.com/dgphotos"" rel=""noreferrer nofollow"">Twitter</a> : <a href=""https://www.facebook.com/dsgphotos"" rel=""noreferrer nofollow"">Facebook</a> : <a href=""https://instagram.com/dgphotos.co.uk/"" rel=""noreferrer nofollow"">Instagram</a> : <a href=""https://www.photocrowd.com/dgphotos/"" rel=""noreferrer nofollow"">Photocrowd</a>  Waiting for a robbery to take place......  As much as I can't stand the West End pedicabs they do make for colourful night time subjects.  By the way, if you live in London or are just passing through then you might be interested to know that the London Flickr Group regularly hold free photowalks. The next one will be in early February and we'll be announcing details shortly here : <a href=""http://www.flickr.com/groups/londonflickrgroup/"">www.flickr.com/groups/londonflickrgroup/</a>    Click here for photos from previous LFG Photowalks : <a href=""https://www.flickr.com/photos/darrellg/albums/72177720301569918"">www.flickr.com/photos/darrellg/albums/72177720301569918</a>  From a Guardian article in November 2023, &quot;For many years pedicab cyclists have been regarded as the outlaws of the West End, operating with no regulation and no cap on prices.  Concerns have been raised about rogue operators scamming tourists into shelling out extortionate fares for journeys that are a short walk or would cost a couple of pounds on public transport, and over the loud music some play late into the night.  This week, King Charles, in his first king’s speech, set out the government’s plans for a bill that is expected to bring in a new licensing system for the three-wheeled rickshaw-style carriages, describing them as a “scourge” on the capital.  While most pedicab cyclists have welcomed legislation that would set fare controls and safety standards, some fear they could be out of business before it even becomes law.  The government’s pedicabs bill, if successful, would hand Transport for London (TfL) the power to implement a licensing regime for the vehicles. TfL would also be able to ensure the cyclists undergo criminal record checks and control fares, which would mean the cyclists do not determine the cost of the ride.&quot;  © D.Godliman"	2024-12-14 20:31:53	51.512668	-0.121289	https://live.staticflickr.com/65535/54259212937_9cbcc6e4e9_m.jpg	Darrell Godliman	79986881@N00	photo
35	54258550544	65535	46dfb195f4	Aldwych	eastlondon londonbuses nmy635e michaelcleary	874	Some pictures taken by the late Michael Cleary. December 1993 I believe.  RMA5 on route 15. Note Aldwych station (still open then) on the right. 	2025-01-10 10:59:22	51.512541	-0.115674	https://live.staticflickr.com/65535/54258550544_46dfb195f4_m.jpg	DaveAFlett	9003948@N05	photo
36	54257424717	65535	618eae8bf3	Aldwych	londonunited londonbuses wlt880 michaelcleary	729	Some pictures taken by the late Michael Cleary. December 1993 I believe.  RML880, in the guise of 'ER880'.  	2025-01-10 10:35:27	51.512174	-0.118889	https://live.staticflickr.com/65535/54257424717_618eae8bf3_m.jpg	DaveAFlett	9003948@N05	photo
37	54258313381	65535	68110823e0	Aldwych	londoncountry cul88v leylandtitan michaelcleary	867	Some pictures taken by the late Michael Cleary. December 1993 I believe.  Most operators have had a go at running the 188. In 1993 it was London &amp; Country's turn.  	2025-01-10 10:32:27	51.511974	-0.117759	https://live.staticflickr.com/65535/54258313381_68110823e0_m.jpg	DaveAFlett	9003948@N05	photo
38	54256983652	65535	bd37d20d21	IMG_20230416_212046_313		3		2025-01-10 05:45:42	51.510277	-0.116667	https://live.staticflickr.com/65535/54256983652_bd37d20d21_m.jpg	manu.blandnet	202071004@N05	photo
39	54256298888	65535	f8fe92e98a	PXL_20241102_142323852		18		2024-11-02 14:23:23	51.512297	-0.121123	https://live.staticflickr.com/65535/54256298888_f8fe92e98a_m.jpg	Countzero Photography	103033299@N08	photo
40	54255179262	65535	282d2bebb7	PXL_20241102_142226983		16		2024-11-02 14:22:26	51.512297	-0.121123	https://live.staticflickr.com/65535/54255179262_282d2bebb7_m.jpg	Countzero Photography	103033299@N08	photo
41	54256070936	65535	95ff7a299a	PXL_20241102_142337824.NIGHT		14		2024-11-02 14:23:37	51.512297	-0.121123	https://live.staticflickr.com/65535/54256070936_95ff7a299a_m.jpg	Countzero Photography	103033299@N08	photo
42	54256070921	65535	6787bc1dbc	PXL_20241102_142351092.NIGHT		22		2024-11-02 14:23:51	51.512297	-0.121123	https://live.staticflickr.com/65535/54256070921_6787bc1dbc_m.jpg	Countzero Photography	103033299@N08	photo
43	54255179072	65535	272f5dabe1	PXL_20241102_142506444.NIGHT		10		2024-11-02 14:25:06	51.512297	-0.121123	https://live.staticflickr.com/65535/54255179072_272f5dabe1_m.jpg	Countzero Photography	103033299@N08	photo
44	54256306524	65535	0811a5ba38	PXL_20241102_142722413		29		2024-11-02 14:27:22	51.512141	-0.120998	https://live.staticflickr.com/65535/54256306524_0811a5ba38_m.jpg	Countzero Photography	103033299@N08	photo
45	54256496005	65535	befa7ae651	PXL_20241102_142751295		9		2024-11-02 14:27:51	51.512141	-0.120998	https://live.staticflickr.com/65535/54256496005_befa7ae651_m.jpg	Countzero Photography	103033299@N08	photo
46	54256306434	65535	0da6a54405	PXL_20241102_142830697		12		2024-11-02 14:28:30	51.512141	-0.120998	https://live.staticflickr.com/65535/54256306434_0da6a54405_m.jpg	Countzero Photography	103033299@N08	photo
47	54255178862	65535	40a68f7407	PXL_20241102_142845464		7		2024-11-02 14:28:45	51.512141	-0.120998	https://live.staticflickr.com/65535/54255178862_40a68f7407_m.jpg	Countzero Photography	103033299@N08	photo
48	54255178787	65535	67bb5a2599	PXL_20241102_142932783		11		2024-11-02 14:29:32	51.512141	-0.120998	https://live.staticflickr.com/65535/54255178787_67bb5a2599_m.jpg	Countzero Photography	103033299@N08	photo
49	54255178747	65535	000d6816b0	PXL_20241102_143002528.NIGHT		11		2024-11-02 14:30:02	51.512141	-0.120998	https://live.staticflickr.com/65535/54255178747_000d6816b0_m.jpg	Countzero Photography	103033299@N08	photo
50	54256298373	65535	0a3d248a86	PXL_20241102_143134778		9		2024-11-02 14:31:34	51.512122	-0.121034	https://live.staticflickr.com/65535/54256298373_0a3d248a86_m.jpg	Countzero Photography	103033299@N08	photo
51	54256495750	65535	4e4c10c4e3	PXL_20241102_143032310		7		2024-11-02 14:30:32	51.512138	-0.121000	https://live.staticflickr.com/65535/54256495750_4e4c10c4e3_m.jpg	Countzero Photography	103033299@N08	photo
52	54256298258	65535	3ed4a50d50	PXL_20241102_143153892		12		2024-11-02 14:31:53	51.512122	-0.121034	https://live.staticflickr.com/65535/54256298258_3ed4a50d50_m.jpg	Countzero Photography	103033299@N08	photo
53	54256070281	65535	7be46a44db	PXL_20241102_143219643		12		2024-11-02 14:32:19	51.512122	-0.121034	https://live.staticflickr.com/65535/54256070281_7be46a44db_m.jpg	Countzero Photography	103033299@N08	photo
54	54256298203	65535	340e9c25da	PXL_20241102_143316201		12		2024-11-02 14:33:16	51.512047	-0.121214	https://live.staticflickr.com/65535/54256298203_340e9c25da_m.jpg	Countzero Photography	103033299@N08	photo
55	54256070161	65535	9c1dda9cf2	PXL_20241102_143436589		32		2024-11-02 14:34:36	51.512047	-0.121214	https://live.staticflickr.com/65535/54256070161_9c1dda9cf2_m.jpg	Countzero Photography	103033299@N08	photo
56	54256306044	65535	a89f3a7fa7	PXL_20241102_143331886		10		2024-11-02 14:33:31	51.512047	-0.121214	https://live.staticflickr.com/65535/54256306044_a89f3a7fa7_m.jpg	Countzero Photography	103033299@N08	photo
57	54256297943	65535	93b3acf61a	PXL_20241102_143621231		6		2024-11-02 14:36:21	51.512047	-0.121214	https://live.staticflickr.com/65535/54256297943_93b3acf61a_m.jpg	Countzero Photography	103033299@N08	photo
58	54255178257	65535	11bb61dc08	PXL_20241102_143651596		11		2024-11-02 14:36:51	51.512047	-0.121214	https://live.staticflickr.com/65535/54255178257_11bb61dc08_m.jpg	Countzero Photography	103033299@N08	photo
59	54256069906	65535	b14880fb16	PXL_20241102_143737695		7		2024-11-02 14:37:37	51.512047	-0.121214	https://live.staticflickr.com/65535/54256069906_b14880fb16_m.jpg	Countzero Photography	103033299@N08	photo
60	54255178102	65535	6d489915aa	PXL_20241102_144040206		8		2024-11-02 14:40:40	51.511958	-0.121328	https://live.staticflickr.com/65535/54255178102_6d489915aa_m.jpg	Countzero Photography	103033299@N08	photo
61	54256495205	65535	0afdaaa3eb	PXL_20241102_143817996		8		2024-11-02 14:38:17	51.512047	-0.121214	https://live.staticflickr.com/65535/54256495205_0afdaaa3eb_m.jpg	Countzero Photography	103033299@N08	photo
62	54256297743	65535	15700c9fc6	PXL_20241102_144046627		7		2024-11-02 14:40:46	51.511958	-0.121328	https://live.staticflickr.com/65535/54256297743_15700c9fc6_m.jpg	Countzero Photography	103033299@N08	photo
63	54256305604	65535	57a633731b	PXL_20241102_144103892		8		2024-11-02 14:41:03	51.511955	-0.121295	https://live.staticflickr.com/65535/54256305604_57a633731b_m.jpg	Countzero Photography	103033299@N08	photo
64	54255177992	65535	e5960129e1	PXL_20241102_144941471		6		2024-11-02 14:49:41	51.512308	-0.121139	https://live.staticflickr.com/65535/54255177992_e5960129e1_m.jpg	Countzero Photography	103033299@N08	photo
65	54256495060	65535	70e8b60ecf	PXL_20241102_144918488		7		2024-11-02 14:49:18	51.511961	-0.121314	https://live.staticflickr.com/65535/54256495060_70e8b60ecf_m.jpg	Countzero Photography	103033299@N08	photo
66	54256494920	65535	51e6e7f68c	PXL_20241102_145010049		6		2024-11-02 14:50:10	51.512308	-0.121139	https://live.staticflickr.com/65535/54256494920_51e6e7f68c_m.jpg	Countzero Photography	103033299@N08	photo
67	54256069561	65535	c70f09d908	PXL_20241102_145027957		5		2024-11-02 14:50:27	51.512308	-0.121139	https://live.staticflickr.com/65535/54256069561_c70f09d908_m.jpg	Countzero Photography	103033299@N08	photo
68	54256069511	65535	7fc882b3c2	PXL_20241102_145035659		5		2024-11-02 14:50:35	51.512308	-0.121139	https://live.staticflickr.com/65535/54256069511_7fc882b3c2_m.jpg	Countzero Photography	103033299@N08	photo
69	54256297438	65535	080933eff6	PXL_20241102_145050943		8		2024-11-02 14:50:50	51.512308	-0.121139	https://live.staticflickr.com/65535/54256297438_080933eff6_m.jpg	Countzero Photography	103033299@N08	photo
70	54255177737	65535	096f1e9a71	PXL_20241102_145058763		7		2024-11-02 14:50:58	51.512308	-0.121139	https://live.staticflickr.com/65535/54255177737_096f1e9a71_m.jpg	Countzero Photography	103033299@N08	photo
71	54256494770	65535	f0288f54b0	PXL_20241102_145138076		6		2024-11-02 14:51:38	51.512308	-0.121139	https://live.staticflickr.com/65535/54256494770_f0288f54b0_m.jpg	Countzero Photography	103033299@N08	photo
72	54256494780	65535	810c71e6ec	PXL_20241102_145120094		5		2024-11-02 14:51:20	51.512308	-0.121139	https://live.staticflickr.com/65535/54256494780_810c71e6ec_m.jpg	Countzero Photography	103033299@N08	photo
73	54256494685	65535	5befa117c5	PXL_20241102_145222779.NIGHT		5		2024-11-02 14:52:22	51.512308	-0.121139	https://live.staticflickr.com/65535/54256494685_5befa117c5_m.jpg	Countzero Photography	103033299@N08	photo
74	54256297268	65535	a8452d5e36	PXL_20241102_145225101.NIGHT		6		2024-11-02 14:52:25	51.512308	-0.121139	https://live.staticflickr.com/65535/54256297268_a8452d5e36_m.jpg	Countzero Photography	103033299@N08	photo
75	54256069301	65535	8c1827da15	PXL_20241102_145331704		7		2024-11-02 14:53:31	51.512286	-0.121131	https://live.staticflickr.com/65535/54256069301_8c1827da15_m.jpg	Countzero Photography	103033299@N08	photo
76	54256494630	65535	965fa3bbae	PXL_20241102_145250094		6		2024-11-02 14:52:50	51.512286	-0.121131	https://live.staticflickr.com/65535/54256494630_965fa3bbae_m.jpg	Countzero Photography	103033299@N08	photo
77	54256045036	65535	c3ff519c98	PXL_20241102_145356039		9		2024-11-02 14:53:56	51.512286	-0.121131	https://live.staticflickr.com/65535/54256045036_c3ff519c98_m.jpg	Countzero Photography	103033299@N08	photo
78	54256272953	65535	4c20b00aed	PXL_20241102_145439575		15		2024-11-02 14:54:39	51.512294	-0.121145	https://live.staticflickr.com/65535/54256272953_4c20b00aed_m.jpg	Countzero Photography	103033299@N08	photo
79	54256272923	65535	56e02e2836	PXL_20241102_145527591		10		2024-11-02 14:55:27	51.512294	-0.121142	https://live.staticflickr.com/65535/54256272923_56e02e2836_m.jpg	Countzero Photography	103033299@N08	photo
80	54256272918	65535	db78d290ef	PXL_20241102_145545488		7		2024-11-02 14:55:45	51.512294	-0.121142	https://live.staticflickr.com/65535/54256272918_db78d290ef_m.jpg	Countzero Photography	103033299@N08	photo
81	54256044721	65535	98e60cfa86	PXL_20241102_145732651		4		2024-11-02 14:57:32	51.512316	-0.121125	https://live.staticflickr.com/65535/54256044721_98e60cfa86_m.jpg	Countzero Photography	103033299@N08	photo
82	54255152562	65535	b54cb2f787	PXL_20241102_145739003		9		2024-11-02 14:57:39	51.512316	-0.121125	https://live.staticflickr.com/65535/54255152562_b54cb2f787_m.jpg	Countzero Photography	103033299@N08	photo
83	54256044601	65535	aa4ea4c281	PXL_20241102_145929511		8		2024-11-02 14:59:29	51.512041	-0.121387	https://live.staticflickr.com/65535/54256044601_aa4ea4c281_m.jpg	Countzero Photography	103033299@N08	photo
84	54256470235	65535	bc64fd7f51	PXL_20241102_150058436		5		2024-11-02 15:00:58	51.512036	-0.121362	https://live.staticflickr.com/65535/54256470235_bc64fd7f51_m.jpg	Countzero Photography	103033299@N08	photo
85	54256280724	65535	88d20bf4cf	PXL_20241102_150135487		8		2024-11-02 15:01:35	51.512036	-0.121362	https://live.staticflickr.com/65535/54256280724_88d20bf4cf_m.jpg	Countzero Photography	103033299@N08	photo
86	54256044456	65535	5f0d054c7d	PXL_20241102_150224024		5		2024-11-02 15:02:24	51.512036	-0.121362	https://live.staticflickr.com/65535/54256044456_5f0d054c7d_m.jpg	Countzero Photography	103033299@N08	photo
87	54255152307	65535	26ab5970b6	PXL_20241102_150428405		11		2024-11-02 15:04:28	51.512125	-0.121298	https://live.staticflickr.com/65535/54255152307_26ab5970b6_m.jpg	Countzero Photography	103033299@N08	photo
88	54255152097	65535	682598ede0	PXL_20241102_141835024~2		8		2024-11-02 14:18:35	51.512297	-0.121123	https://live.staticflickr.com/65535/54255152097_682598ede0_m.jpg	Countzero Photography	103033299@N08	photo
89	54237436567	65535	0e4cd5a852	New Year 2025	newyear2025wishingyouayearaheadfilledwithlovesuccess goodhealth peace blessingsandallthehappinessintheworldtruefriendsarespecialindeedcheers🍻	1670	New Year 2025 Wishing you a year ahead filled with Love Success, Good Health, Peace, Blessings and all the Happiness in the World True Friends are Special Indeed Cheers! 🍻	2025-01-01 00:00:00	51.510166	-0.117859	https://live.staticflickr.com/65535/54237436567_0e4cd5a852_m.jpg	photographer695	41087279@N00	photo
90	54245922084	65535	454c7ba00f	clare market	claremarket aldwych london uk crazycontrailsday	358	aldwych, london	2024-10-27 12:59:26	51.514244	-0.116364	https://live.staticflickr.com/65535/54245922084_454c7ba00f_m.jpg	pete gardner	28668614@N07	photo
91	54244714078	65535	48a7086448	South Bank	thames riverboat riverbus boattrip nikondf nikkor50mmf18gspecialedition m london royalfestivalhall haywardgallery	38		2024-12-30 18:54:01	51.509410	-0.116000	https://live.staticflickr.com/65535/54244714078_48a7086448_m.jpg	alias archie	44116118@N00	photo
92	54241915384	65535	d87952ff37	Walking along the Thames River	london england unitedkingdom greatbritain	4	A view of the Hungerford Bridge, Big Ben, and the Houses of Parliament from Victoria Embankment.	2024-12-26 13:40:24	51.509241	-0.118884	https://live.staticflickr.com/65535/54241915384_d87952ff37_m.jpg	The West End	69754957@N00	photo
93	54241511416	65535	fc613c8a03	December 2024 (29)		1		2024-12-07 12:42:38	51.511269	-0.117223	https://live.staticflickr.com/65535/54241511416_fc613c8a03_m.jpg	jez.hull	16311022@N07	photo
94	54241927620	65535	b8f089df82	December 2024 (13)		8		2024-12-07 12:42:59	51.511283	-0.117148	https://live.staticflickr.com/65535/54241927620_b8f089df82_m.jpg	jez.hull	16311022@N07	photo
95	54241747098	65535	b473d04bcb	December 2024 (30)		2		2024-12-07 12:42:40	51.511269	-0.117223	https://live.staticflickr.com/65535/54241747098_b473d04bcb_m.jpg	jez.hull	16311022@N07	photo
96	54241747068	65535	f824ceca1c	December 2024 (14)		1		2024-12-07 12:43:03	51.511272	-0.117164	https://live.staticflickr.com/65535/54241747068_f824ceca1c_m.jpg	jez.hull	16311022@N07	photo
97	54241746958	65535	78f0e04f25	December 2024 (31)		2		2024-12-07 12:43:11	51.511277	-0.117159	https://live.staticflickr.com/65535/54241746958_78f0e04f25_m.jpg	jez.hull	16311022@N07	photo
98	54241927360	65535	c2394491b1	December 2024 (15)		2		2024-12-07 13:08:50	51.511291	-0.117187	https://live.staticflickr.com/65535/54241927360_c2394491b1_m.jpg	jez.hull	16311022@N07	photo
99	54241746878	65535	a8916fd1df	December 2024 (16)		1		2024-12-07 13:08:51	51.511291	-0.117187	https://live.staticflickr.com/65535/54241746878_a8916fd1df_m.jpg	jez.hull	16311022@N07	photo
100	54241746773	65535	6c24c62011	December 2024 (17)		0		2024-12-07 13:11:48	51.511761	-0.117667	https://live.staticflickr.com/65535/54241746773_6c24c62011_m.jpg	jez.hull	16311022@N07	photo
101	54241927260	65535	09e41849fd	December 2024 (18)		1		2024-12-07 13:11:50	51.511761	-0.117673	https://live.staticflickr.com/65535/54241927260_09e41849fd_m.jpg	jez.hull	16311022@N07	photo
102	54241743754	65535	020ee111f8	December 2024 (19)		0		2024-12-07 13:12:45	51.511494	-0.118556	https://live.staticflickr.com/65535/54241743754_020ee111f8_m.jpg	jez.hull	16311022@N07	photo
103	54241746663	65535	f0be163c51	December 2024 (20)		0		2024-12-07 13:12:57	51.511447	-0.118675	https://live.staticflickr.com/65535/54241746663_f0be163c51_m.jpg	jez.hull	16311022@N07	photo
104	54241927095	65535	00f37e35e5	December 2024 (33)		0		2024-12-07 13:12:58	51.511447	-0.118678	https://live.staticflickr.com/65535/54241927095_00f37e35e5_m.jpg	jez.hull	16311022@N07	photo
